300 300
267 265 1
267 266 95
267 267 21
267 268 11
267 269 25
267 270 16
267 271 75
267 272 9
267 273 59
267 274 83
267 275 10
267 276 79
267 277 80
267 278 84
267 279 30
267 280 97
267 281 65
267 282 48
267 283 45
267 284 48
267 285 32
267 286 61
267 287 57
267 288 28
267 289 17
267 290 88
267 291 25
267 292 27
267 293 58
267 294 4
267 295 10
267 296 22
267 297 84
267 298 29
267 299 14
268 0 24
268 1 1
268 2 66
268 3 47
268 4 78
268 5 71
268 6 2
268 7 7
268 8 81
268 9 48
268 10 93
268 11 91
268 12 87
268 13 75
268 14 64
268 15 52
268 16 9
268 17 3
268 18 55
268 19 95
268 20 66
268 21 2
268 22 39
268 23 8
268 24 9
268 25 36
268 26 96
268 27 59
268 28 55
268 29 74
268 30 84
268 31 34
268 32 38
268 33 68
268 34 23
268 35 98
268 36 97
268 37 12
268 38 68
268 39 48
268 40 51
268 41 40
268 42 7
268 43 86
268 44 81
268 45 92
268 46 3
268 47 83
268 48 55
268 49 2
268 50 56
268 51 80
268 52 77
268 53 70
268 54 68
268 55 82
268 56 61
268 57 10
268 58 89
268 59 89
268 60 90
268 61 88
268 62 59
268 63 93
268 64 60
268 65 3
268 66 54
268 67 62
268 68 78
268 69 43
268 70 28
268 71 72
268 72 40
268 73 36
268 74 37
268 75 83
268 76 32
268 77 24
268 78 16
268 79 43
268 80 21
268 81 44
268 82 2
268 83 24
268 84 9
268 85 81
268 86 48
268 87 5
268 88 11
268 89 72
268 90 12
268 91 16
268 92 31
268 93 45
268 94 71
268 95 45
268 96 94
268 97 5
268 98 61
268 99 2
268 100 48
268 101 40
268 102 49
268 103 11
268 104 74
268 105 71
268 106 16
268 107 9
268 108 73
268 109 41
268 110 89
268 111 4
268 112 38
268 113 83
268 114 51
268 115 23
268 116 51
268 117 3
268 118 10
268 119 21
268 120 3
268 121 8
268 122 80
268 123 6
268 124 81
268 125 28
268 126 60
268 127 22
268 128 71
268 129 32
268 130 20
268 131 31
268 132 28
268 133 26
268 134 98
268 135 30
268 136 28
268 137 89
268 138 38
268 139 11
268 140 58
268 141 42
268 142 34
268 143 51
268 144 75
268 145 58
268 146 58
268 147 22
268 148 88
268 149 25
268 150 29
268 151 64
268 152 63
268 153 36
268 154 16
268 155 13
268 156 45
268 157 63
268 158 41
268 159 5
268 160 2
268 161 79
268 162 70
268 163 36
268 164 80
268 165 70
268 166 29
268 167 58
268 168 5
268 169 64
268 170 13
268 171 78
268 172 49
268 173 73
268 174 97
268 175 67
268 176 68
268 177 53
268 178 10
268 179 22
268 180 86
268 181 38
268 182 70
268 183 90
268 184 22
268 185 79
268 186 94
268 187 48
268 188 62
268 189 75
268 190 86
268 191 75
268 192 98
268 193 42
268 194 27
268 195 74
268 196 33
268 197 94
268 198 22
268 199 46
268 200 61
268 201 71
268 202 95
268 203 49
268 204 53
268 205 39
268 206 85
268 207 21
268 208 10
268 209 68
268 210 64
268 211 63
268 212 47
268 213 56
268 214 60
268 215 3
268 216 85
268 217 28
268 218 5
268 219 83
268 220 21
268 221 44
268 222 26
268 223 72
268 224 93
268 225 77
268 226 83
268 227 20
268 228 20
268 229 58
268 230 72
268 231 64
268 232 88
268 233 67
268 234 20
268 235 60
268 236 97
268 237 19
268 238 6
268 239 34
268 240 63
268 241 79
268 242 15
268 243 8
268 244 70
268 245 57
268 246 16
268 247 0
268 248 13
268 249 4
268 250 68
268 251 92
268 252 45
268 253 9
268 254 62
268 255 39
268 256 65
268 257 31
268 258 86
268 259 76
268 260 12
268 261 7
268 262 56
268 263 76
268 264 82
268 265 83
268 266 39
268 267 95
268 268 49
268 269 26
268 270 21
268 271 96
268 272 27
268 273 31
268 274 40
268 275 16
268 276 46
268 277 93
268 278 65
268 279 29
268 280 35
268 281 90
268 282 34
268 283 61
268 284 55
268 285 18
268 286 37
268 287 62
268 288 83
268 289 29
268 290 32
268 291 39
268 292 36
268 293 29
268 294 65
268 295 29
268 296 92
268 297 63
268 298 28
268 299 37
269 0 92
269 1 66
269 2 28
269 3 88
269 4 79
269 5 2
269 6 59
269 7 69
269 8 80
269 9 69
269 10 41
269 11 23
269 12 87
269 13 36
269 14 87
269 15 2
269 16 75
269 17 11
269 18 68
269 19 6
269 20 31
269 21 49
269 22 36
269 23 62
269 24 61
269 25 70
269 26 98
269 27 53
269 28 33
269 29 38
269 30 89
269 31 44
269 32 14
269 33 9
269 34 78
269 35 10
269 36 47
269 37 90
269 38 48
269 39 94
269 40 2
269 41 52
269 42 65
269 43 8
269 44 7
269 45 25
269 46 23
269 47 0
269 48 43
269 49 20
269 50 4
269 51 86
269 52 49
269 53 68
269 54 91
269 55 33
269 56 4
269 57 96
269 58 97
269 59 26
269 60 88
269 61 45
269 62 98
269 63 25
269 64 57
269 65 42
269 66 40
269 67 16
269 68 86
269 69 14
269 70 67
269 71 50
269 72 49
269 73 37
269 74 31
269 75 16
269 76 33
269 77 5
269 78 0
269 79 2
269 80 19
269 81 83
269 82 25
269 83 5
269 84 59
269 85 0
269 86 64
269 87 70
269 88 16
269 89 48
269 90 80
269 91 7
269 92 30
269 93 12
269 94 60
269 95 38
269 96 90
269 97 55
269 98 90
269 99 23
269 100 64
269 101 83
269 102 2
269 103 95
269 104 59
269 105 75
269 106 36
269 107 16
269 108 49
269 109 41
269 110 73
269 111 14
269 112 45
269 113 47
269 114 14
269 115 49
269 116 88
269 117 35
269 118 30
269 119 36
269 120 93
269 121 26
269 122 54
269 123 24
269 124 83
269 125 32
269 126 30
269 127 59
269 128 22
269 129 24
269 130 89
269 131 39
269 132 34
269 133 3
269 134 93
269 135 1
269 136 49
269 137 90
269 138 65
269 139 93
269 140 93
269 141 49
269 142 11
269 143 95
269 144 40
269 145 49
269 146 5
269 147 18
269 148 10
269 149 24
269 150 26
269 151 66
269 152 28
269 153 51
269 154 41
269 155 57
269 156 39
269 157 85
269 158 30
269 159 62
269 160 9
269 161 68
269 162 9
269 163 11
269 164 13
269 165 22
269 166 63
269 167 17
269 168 50
269 169 92
269 170 14
269 171 85
269 172 87
269 173 36
269 174 77
269 175 22
269 176 35
269 177 60
269 178 60
269 179 93
269 180 22
269 181 37
269 182 53
269 183 66
269 184 34
269 185 93
269 186 45
269 187 33
269 188 9
269 189 91
269 190 38
269 191 2
269 192 79
269 193 34
269 194 47
269 195 5
269 196 44
269 197 96
269 198 72
269 199 17
269 200 21
269 201 61
269 202 73
269 203 39
269 204 15
269 205 35
269 206 4
269 207 34
269 208 11
269 209 54
269 210 87
269 211 57
269 212 48
269 213 88
269 214 54
269 215 44
269 216 35
269 217 88
269 218 45
269 219 32
269 220 43
269 221 51
269 222 67
269 223 94
269 224 22
269 225 4
269 226 47
269 227 68
269 228 24
269 229 56
269 230 87
269 231 9
269 232 90
269 233 68
269 234 19
269 235 26
269 236 64
269 237 85
269 238 14
269 239 84
269 240 17
269 241 52
269 242 78
269 243 10
269 244 19
269 245 91
269 246 43
269 247 33
269 248 79
269 249 67
269 250 12
269 251 79
269 252 45
269 253 9
269 254 71
269 255 46
269 256 35
269 257 37
269 258 54
269 259 7
269 260 51
269 261 58
269 262 51
269 263 85
269 264 91
269 265 60
269 266 30
269 267 73
269 268 52
269 269 98
269 270 32
269 271 32
269 272 8
269 273 64
269 274 97
269 275 41
269 276 32
269 277 96
269 278 35
269 279 25
269 280 38
269 281 45
269 282 52
269 283 16
269 284 75
269 285 46
269 286 21
269 287 2
269 288 0
269 289 4
269 290 60
269 291 73
269 292 1
269 293 18
269 294 36
269 295 1
269 296 47
269 297 60
269 298 68
269 299 60
270 0 91
270 1 72
270 2 35
270 3 51
270 4 35
270 5 28
270 6 36
270 7 81
270 8 27
270 9 48
270 10 70
270 11 40
270 12 38
270 13 47
270 14 95
270 15 28
270 16 46
270 17 21
270 18 93
270 19 45
270 20 74
270 21 33
270 22 33
270 23 16
270 24 87
270 25 17
270 26 42
270 27 74
270 28 40
270 29 15
270 30 21
270 31 22
270 32 21
270 33 28
270 34 19
270 35 6
270 36 51
270 37 60
270 38 92
270 39 97
270 40 49
270 41 98
270 42 80
270 43 21
270 44 67
270 45 4
270 46 67
270 47 49
270 48 36
270 49 44
270 50 45
270 51 14
270 52 32
270 53 61
270 54 86
270 55 76
270 56 86
270 57 0
270 58 23
270 59 21
270 60 66
270 61 91
270 62 12
270 63 73
270 64 36
270 65 26
270 66 80
270 67 65
270 68 65
270 69 78
270 70 56
270 71 70
270 72 40
270 73 21
270 74 49
270 75 62
270 76 78
270 77 44
270 78 49
270 79 44
270 80 38
270 81 90
270 82 87
270 83 57
270 84 85
270 85 32
270 86 90
270 87 38
270 88 65
270 89 61
270 90 13
270 91 46
270 92 96
270 93 38
270 94 26
270 95 97
270 96 39
270 97 77
270 98 97
270 99 85
270 100 25
270 101 56
270 102 15
270 103 43
270 104 4
270 105 7
270 106 76
270 107 70
270 108 70
270 109 0
270 110 37
270 111 97
270 112 56
270 113 2
270 114 84
270 115 60
270 116 89
270 117 14
270 118 7
270 119 72
270 120 35
270 121 13
270 122 38
270 123 40
270 124 38
270 125 2
270 126 89
270 127 93
270 128 75
270 129 52
270 130 78
270 131 30
270 132 58
270 133 82
270 134 21
270 135 96
270 136 23
270 137 72
270 138 88
270 139 26
270 140 5
270 141 46
270 142 3
270 143 65
270 144 31
270 145 94
270 146 82
270 147 6
270 148 68
270 149 18
270 150 2
270 151 78
270 152 78
270 153 80
270 154 70
270 155 35
270 156 16
270 157 71
270 158 5
270 159 31
270 160 81
270 161 5
270 162 21
270 163 43
270 164 46
270 165 48
270 166 55
270 167 9
270 168 36
270 169 13
270 170 78
270 171 82
270 172 15
270 173 1
270 174 48
270 175 55
270 176 6
270 177 13
270 178 15
270 179 61
270 180 26
270 181 63
270 182 4
270 183 39
270 184 19
270 185 10
270 186 58
270 187 61
270 188 61
270 189 63
270 190 31
270 191 8
270 192 26
270 193 16
270 194 59
270 195 36
270 196 4
270 197 30
270 198 27
270 199 32
270 200 37
270 201 45
270 202 42
270 203 87
270 204 7
270 205 58
270 206 72
270 207 72
270 208 91
270 209 18
270 210 17
270 211 44
270 212 81
270 213 94
270 214 16
270 215 19
270 216 25
270 217 14
270 218 75
270 219 45
270 220 67
270 221 39
270 222 65
270 223 92
270 224 83
270 225 94
270 226 21
270 227 79
270 228 64
270 229 98
270 230 21
270 231 64
270 232 7
270 233 11
270 234 97
270 235 62
270 236 43
270 237 47
270 238 64
270 239 46
270 240 42
270 241 61
270 242 63
270 243 10
270 244 26
270 245 18
270 246 49
270 247 96
270 248 44
270 249 53
270 250 89
270 251 95
270 252 9
270 253 66
270 254 7
270 255 80
270 256 58
270 257 23
270 258 95
270 259 81
270 260 69
270 261 78
270 262 94
270 263 96
270 264 59
270 265 32
270 266 68
270 267 45
270 268 21
270 269 43
270 270 85
270 271 72
270 272 60
270 273 65
270 274 25
270 275 11
270 276 83
270 277 58
270 278 76
270 279 39
270 280 46
270 281 12
270 282 41
270 283 66
270 284 27
270 285 87
270 286 22
270 287 57
270 288 73
270 289 84
270 290 95
270 291 33
270 292 60
270 293 59
270 294 64
270 295 85
270 296 24
270 297 74
270 298 77
270 299 91
271 0 66
271 1 98
271 2 67
271 3 34
271 4 15
271 5 52
271 6 35
271 7 95
271 8 64
271 9 69
271 10 50
271 11 27
271 12 76
271 13 0
271 14 1
271 15 53
271 16 1
271 17 63
271 18 80
271 19 47
271 20 6
271 21 23
271 22 38
271 23 8
271 24 85
271 25 56
271 26 69
271 27 14
271 28 46
271 29 3
271 30 73
271 31 66
271 32 91
271 33 21
271 34 61
271 35 23
271 36 78
271 37 58
271 38 71
271 39 26
271 40 4
271 41 8
271 42 34
271 43 15
271 44 24
271 45 42
271 46 22
271 47 53
271 48 84
271 49 10
271 50 8
271 51 21
271 52 29
271 53 90
271 54 79
271 55 36
271 56 79
271 57 2
271 58 40
271 59 71
271 60 45
271 61 88
271 62 46
271 63 43
271 64 80
271 65 0
271 66 44
271 67 56
271 68 48
271 69 29
271 70 52
271 71 16
271 72 14
271 73 31
271 74 92
271 75 21
271 76 24
271 77 12
271 78 61
271 79 9
271 80 98
271 81 91
271 82 25
271 83 82
271 84 16
271 85 11
271 86 75
271 87 8
271 88 26
271 89 68
271 90 17
271 91 44
271 92 20
271 93 28
271 94 43
271 95 53
271 96 27
271 97 71
271 98 48
271 99 86
271 100 72
271 101 2
271 102 17
271 103 6
271 104 3
271 105 13
271 106 56
271 107 9
271 108 49
271 109 7
271 110 49
271 111 95
271 112 15
271 113 17
271 114 30
271 115 58
271 116 38
271 117 58
271 118 93
271 119 27
271 120 41
271 121 25
271 122 85
271 123 51
271 124 98
271 125 5
271 126 38
271 127 4
271 128 55
271 129 44
271 130 59
271 131 11
271 132 84
271 133 22
271 134 11
271 135 44
271 136 80
271 137 78
271 138 56
271 139 56
271 140 9
271 141 26
271 142 6
271 143 38
271 144 52
271 145 25
271 146 51
271 147 10
271 148 57
271 149 28
271 150 21
271 151 75
271 152 31
271 153 1
271 154 14
271 155 4
271 156 33
271 157 67
271 158 29
271 159 62
271 160 35
271 161 27
271 162 58
271 163 27
271 164 63
271 165 72
271 166 56
271 167 6
271 168 2
271 169 15
271 170 71
271 171 60
271 172 37
271 173 40
271 174 49
271 175 57
271 176 24
271 177 69
271 178 48
271 179 24
271 180 19
271 181 56
271 182 34
271 183 93
271 184 46
271 185 95
271 186 67
271 187 2
271 188 65
271 189 2
271 190 12
271 191 25
271 192 8
271 193 49
271 194 10
271 195 49
271 196 23
271 197 25
271 198 35
271 199 5
271 200 53
271 201 35
271 202 78
271 203 25
271 204 95
271 205 15
271 206 72
271 207 90
271 208 15
271 209 25
271 210 83
271 211 36
271 212 24
271 213 14
271 214 91
271 215 48
271 216 1
271 217 83
271 218 62
271 219 47
271 220 67
271 221 53
271 222 27
271 223 64
271 224 57
271 225 11
271 226 22
271 227 39
271 228 85
271 229 21
271 230 79
271 231 82
271 232 0
271 233 63
271 234 16
271 235 87
271 236 57
271 237 8
271 238 7
271 239 91
271 240 82
271 241 39
271 242 72
271 243 64
271 244 26
271 245 49
271 246 56
271 247 80
271 248 95
271 249 59
271 250 23
271 251 31
271 252 9
271 253 79
271 254 88
271 255 39
271 256 39
271 257 86
271 258 63
271 259 39
271 260 6
271 261 36
271 262 30
271 263 57
271 264 83
271 265 15
271 266 29
271 267 76
271 268 30
271 269 19
271 270 44
271 271 44
271 272 93
271 273 43
271 274 88
271 275 54
271 276 5
271 277 49
271 278 27
271 279 98
271 280 25
271 281 16
271 282 44
271 283 1
271 284 72
271 285 80
271 286 63
271 287 13
271 288 97
271 289 79
271 290 40
271 291 51
271 292 50
271 293 3
271 294 38
271 295 59
271 296 70
271 297 86
271 298 70
271 299 84
272 0 81
272 1 22
272 2 91
272 3 74
272 4 95
272 5 6
272 6 51
272 7 28
272 8 59
272 9 7
272 10 22
272 11 27
272 12 73
272 13 53
272 14 52
272 15 46
272 16 26
272 17 35
272 18 8
272 19 35
272 20 66
272 21 17
272 22 53
272 23 59
272 24 32
272 25 77
272 26 62
272 27 85
272 28 22
272 29 54
272 30 33
272 31 25
272 32 83
272 33 3
272 34 91
272 35 98
272 36 26
272 37 75
272 38 22
272 39 58
272 40 30
272 41 45
272 42 86
272 43 0
272 44 38
272 45 45
272 46 70
272 47 37
272 48 85
272 49 67
272 50 9
272 51 66
272 52 91
272 53 18
272 54 11
272 55 40
272 56 43
272 57 5
272 58 89
272 59 39
272 60 37
272 61 56
272 62 90
272 63 47
272 64 75
272 65 74
272 66 10
272 67 39
272 68 22
272 69 42
272 70 17
272 71 37
272 72 35
272 73 9
272 74 43
272 75 47
272 76 90
272 77 22
272 78 67
272 79 16
272 80 27
272 81 46
272 82 62
272 83 40
272 84 20
272 85 19
272 86 89
272 87 46
272 88 43
272 89 94
272 90 43
272 91 35
272 92 0
272 93 8
272 94 8
272 95 8
272 96 61
272 97 31
272 98 1
272 99 57
272 100 30
272 101 63
272 102 21
272 103 40
272 104 20
272 105 5
272 106 39
272 107 81
272 108 68
272 109 24
272 110 24
272 111 61
272 112 42
272 113 63
272 114 40
272 115 83
272 116 98
272 117 23
272 118 58
272 119 56
272 120 75
272 121 75
272 122 35
272 123 83
272 124 44
272 125 60
272 126 50
272 127 54
272 128 79
272 129 55
272 130 39
272 131 45
272 132 71
272 133 44
272 134 21
272 135 77
272 136 27
272 137 9
272 138 67
272 139 75
272 140 31
272 141 11
272 142 87
272 143 63
272 144 56
272 145 18
272 146 69
272 147 52
272 148 42
272 149 7
272 150 46
272 151 61
272 152 38
272 153 32
272 154 49
272 155 79
272 156 70
272 157 80
272 158 31
272 159 66
272 160 46
272 161 18
272 162 97
272 163 58
272 164 84
272 165 41
272 166 72
272 167 15
272 168 71
272 169 54
272 170 82
272 171 57
272 172 12
272 173 24
272 174 19
272 175 30
272 176 71
272 177 97
272 178 0
272 179 0
272 180 32
272 181 34
272 182 88
272 183 32
272 184 1
272 185 7
272 186 87
272 187 93
272 188 46
272 189 72
272 190 84
272 191 72
272 192 78
272 193 87
272 194 59
272 195 35
272 196 30
272 197 76
272 198 14
272 199 63
272 200 13
272 201 24
272 202 49
272 203 9
272 204 67
272 205 73
272 206 67
272 207 28
272 208 30
272 209 19
272 210 66
272 211 6
272 212 4
272 213 56
272 214 36
272 215 60
272 216 95
272 217 69
272 218 37
272 219 18
272 220 61
272 221 52
272 222 65
272 223 84
272 224 98
272 225 94
272 226 58
272 227 13
272 228 27
272 229 90
272 230 61
272 231 73
272 232 11
272 233 18
272 234 95
272 235 78
272 236 49
272 237 69
272 238 58
272 239 54
272 240 49
272 241 7
272 242 8
272 243 4
272 244 53
272 245 43
272 246 87
272 247 16
272 248 31
272 249 75
272 250 81
272 251 24
272 252 63
272 253 76
272 254 76
272 255 48
272 256 50
272 257 9
272 258 6
272 259 15
272 260 56
272 261 51
272 262 76
272 263 67
272 264 5
272 265 1
272 266 38
272 267 25
272 268 2
272 269 71
272 270 90
272 271 41
272 272 65
272 273 89
272 274 23
272 275 42
272 276 90
272 277 58
272 278 66
272 279 23
272 280 12
272 281 49
272 282 37
272 283 46
272 284 28
272 285 71
272 286 57
272 287 89
272 288 38
272 289 88
272 290 83
272 291 38
272 292 68
272 293 35
272 294 3
272 295 20
272 296 95
272 297 43
272 298 5
272 299 30
273 0 10
273 1 85
273 2 27
273 3 40
273 4 1
273 5 18
273 6 84
273 7 79
273 8 80
273 9 29
273 10 93
273 11 92
273 12 51
273 13 76
273 14 23
273 15 59
273 16 78
273 17 87
273 18 81
273 19 67
273 20 65
273 21 29
273 22 32
273 23 17
273 24 40
273 25 93
273 26 66
273 27 98
273 28 37
273 29 92
273 30 78
273 31 57
273 32 32
273 33 49
273 34 32
273 35 45
273 36 73
273 37 84
273 38 60
273 39 13
273 40 95
273 41 81
273 42 60
273 43 15
273 44 16
273 45 19
273 46 72
273 47 10
273 48 92
273 49 12
273 50 83
273 51 57
273 52 49
273 53 29
273 54 13
273 55 29
273 56 83
273 57 13
273 58 6
273 59 75
273 60 35
273 61 83
273 62 15
273 63 64
273 64 95
273 65 71
273 66 86
273 67 59
273 68 82
273 69 30
273 70 29
273 71 92
273 72 42
273 73 1
273 74 42
273 75 29
273 76 68
273 77 86
273 78 86
273 79 75
273 80 82
273 81 47
273 82 82
273 83 36
273 84 24
273 85 88
273 86 30
273 87 50
273 88 92
273 89 64
273 90 32
273 91 89
273 92 20
273 93 67
273 94 80
273 95 98
273 96 33
273 97 46
273 98 39
273 99 5
273 100 34
273 101 14
273 102 90
273 103 19
273 104 33
273 105 37
273 106 76
273 107 76
273 108 2
273 109 6
273 110 57
273 111 67
273 112 42
273 113 13
273 114 34
273 115 15
273 116 47
273 117 48
273 118 3
273 119 55
273 120 75
273 121 53
273 122 69
273 123 67
273 124 69
273 125 36
273 126 11
273 127 30
273 128 16
273 129 85
273 130 50
273 131 40
273 132 94
273 133 81
273 134 95
273 135 19
273 136 69
273 137 96
273 138 75
273 139 6
273 140 40
273 141 97
273 142 87
273 143 88
273 144 33
273 145 95
273 146 19
273 147 74
273 148 98
273 149 27
273 150 19
273 151 94
273 152 14
273 153 46
273 154 10
273 155 48
273 156 20
273 157 17
273 158 51
273 159 3
273 160 61
273 161 29
273 162 11
273 163 67
273 164 62
273 165 86
273 166 74
273 167 16
273 168 19
273 169 85
273 170 11
273 171 50
273 172 82
273 173 4
273 174 68
273 175 69
273 176 37
273 177 58
273 178 21
273 179 60
273 180 34
273 181 88
273 182 33
273 183 54
273 184 87
273 185 25
273 186 36
273 187 41
273 188 87
273 189 13
273 190 97
273 191 43
273 192 5
273 193 97
273 194 81
273 195 48
273 196 48
273 197 9
273 198 73
273 199 8
273 200 63
273 201 22
273 202 23
273 203 94
273 204 2
273 205 74
273 206 7
273 207 54
273 208 34
273 209 64
273 210 79
273 211 93
273 212 90
273 213 32
273 214 27
273 215 27
273 216 94
273 217 30
273 218 45
273 219 48
273 220 15
273 221 10
273 222 78
273 223 97
273 224 16
273 225 94
273 226 8
273 227 75
273 228 6
273 229 11
273 230 90
273 231 88
273 232 51
273 233 88
273 234 19
273 235 21
273 236 29
273 237 53
273 238 76
273 239 64
273 240 35
273 241 45
273 242 89
273 243 92
273 244 25
273 245 18
273 246 88
273 247 32
273 248 94
273 249 51
273 250 72
273 251 73
273 252 59
273 253 81
273 254 9
273 255 24
273 256 13
273 257 13
273 258 90
273 259 1
273 260 54
273 261 43
273 262 96
273 263 73
273 264 42
273 265 53
273 266 23
273 267 72
273 268 14
273 269 66
273 270 90
273 271 46
273 272 16
273 273 87
273 274 49
273 275 72
273 276 70
273 277 6
273 278 68
273 279 34
273 280 50
273 281 40
273 282 47
273 283 71
273 284 56
273 285 37
273 286 77
273 287 44
273 288 31
273 289 13
273 290 92
273 291 28
273 292 85
273 293 32
273 294 69
273 295 82
273 296 85
273 297 0
273 298 98
273 299 10
274 0 60
274 1 71
274 2 15
274 3 66
274 4 2
274 5 88
274 6 78
274 7 66
274 8 61
274 9 73
274 10 69
274 11 52
274 12 32
274 13 66
274 14 29
274 15 93
274 16 64
274 17 27
274 18 93
274 19 71
274 20 13
274 21 93
274 22 52
274 23 18
274 24 35
274 25 28
274 26 45
274 27 31
274 28 64
274 29 17
274 30 10
274 31 31
274 32 62
274 33 67
274 34 46
274 35 97
274 36 65
274 37 53
274 38 0
274 39 93
274 40 38
274 41 53
274 42 74
274 43 78
274 44 48
274 45 90
274 46 75
274 47 61
274 48 69
274 49 20
274 50 6
274 51 48
274 52 5
274 53 26
274 54 25
274 55 19
274 56 6
274 57 54
274 58 73
274 59 55
274 60 97
274 61 50
274 62 55
274 63 6
274 64 74
274 65 76
274 66 41
274 67 86
274 68 14
274 69 83
274 70 89
274 71 15
274 72 0
274 73 34
274 74 98
274 75 74
274 76 66
274 77 64
274 78 76
274 79 64
274 80 19
274 81 19
274 82 17
274 83 91
274 84 86
274 85 93
274 86 97
274 87 38
274 88 49
274 89 10
274 90 36
274 91 30
274 92 18
274 93 98
274 94 34
274 95 66
274 96 30
274 97 22
274 98 55
274 99 88
274 100 60
274 101 6
274 102 8
274 103 30
274 104 21
274 105 83
274 106 57
274 107 86
274 108 33
274 109 26
274 110 10
274 111 39
274 112 70
274 113 24
274 114 35
274 115 12
274 116 68
274 117 59
274 118 60
274 119 83
274 120 7
274 121 83
274 122 53
274 123 65
274 124 68
274 125 56
274 126 93
274 127 12
274 128 29
274 129 67
274 130 20
274 131 1
274 132 48
274 133 88
274 134 89
274 135 1
274 136 44
274 137 13
274 138 65
274 139 3
274 140 10
274 141 64
274 142 69
274 143 89
274 144 16
274 145 97
274 146 93
274 147 53
274 148 12
274 149 70
274 150 52
274 151 22
274 152 11
274 153 55
274 154 11
274 155 16
274 156 95
274 157 49
274 158 6
274 159 16
274 160 48
274 161 45
274 162 54
274 163 55
274 164 76
274 165 45
274 166 45
274 167 24
274 168 46
274 169 36
274 170 0
274 171 30
274 172 82
274 173 44
274 174 45
274 175 85
274 176 81
274 177 39
274 178 63
274 179 23
274 180 31
274 181 15
274 182 42
274 183 47
274 184 12
274 185 27
274 186 28
274 187 88
274 188 93
274 189 50
274 190 77
274 191 86
274 192 44
274 193 6
274 194 11
274 195 59
274 196 66
274 197 69
274 198 34
274 199 82
274 200 69
274 201 12
274 202 44
274 203 62
274 204 61
274 205 30
274 206 17
274 207 57
274 208 15
274 209 83
274 210 41
274 211 23
274 212 51
274 213 39
274 214 39
274 215 44
274 216 28
274 217 41
274 218 40
274 219 15
274 220 45
274 221 20
274 222 87
274 223 13
274 224 85
274 225 94
274 226 18
274 227 45
274 228 36
274 229 14
274 230 28
274 231 29
274 232 26
274 233 0
274 234 10
274 235 56
274 236 46
274 237 75
274 238 47
274 239 58
274 240 61
274 241 41
274 242 43
274 243 30
274 244 82
274 245 25
274 246 44
274 247 90
274 248 50
274 249 37
274 250 79
274 251 48
274 252 79
274 253 89
274 254 2
274 255 53
274 256 31
274 257 84
274 258 58
274 259 42
274 260 97
274 261 56
274 262 21
274 263 10
274 264 6
274 265 95
274 266 90
274 267 39
274 268 48
274 269 59
274 270 17
274 271 88
274 272 88
274 273 28
274 274 12
274 275 0
274 276 47
274 277 24
274 278 13
274 279 55
274 280 18
274 281 8
274 282 24
274 283 96
274 284 82
274 285 25
274 286 64
274 287 56
274 288 76
274 289 34
274 290 25
274 291 74
274 292 92
274 293 88
274 294 83
274 295 85
274 296 58
274 297 77
274 298 43
274 299 35
275 0 36
275 1 17
275 2 49
275 3 53
275 4 34
275 5 62
275 6 58
275 7 37
275 8 57
275 9 42
275 10 95
275 11 1
275 12 78
275 13 25
275 14 46
275 15 8
275 16 43
275 17 79
275 18 11
275 19 75
275 20 98
275 21 59
275 22 39
275 23 80
275 24 49
275 25 14
275 26 0
275 27 8
275 28 91
275 29 31
275 30 3
275 31 47
275 32 9
275 33 82
275 34 36
275 35 54
275 36 1
275 37 60
275 38 40
275 39 81
275 40 87
275 41 32
275 42 61
275 43 86
275 44 59
275 45 14
275 46 48
275 47 72
275 48 66
275 49 6
275 50 5
275 51 10
275 52 11
275 53 17
275 54 71
275 55 37
275 56 5
275 57 44
275 58 41
275 59 94
275 60 7
275 61 96
275 62 75
275 63 58
275 64 51
275 65 56
275 66 27
275 67 79
275 68 53
275 69 6
275 70 22
275 71 42
275 72 90
275 73 39
275 74 12
275 75 31
275 76 82
275 77 1
275 78 20
275 79 49
275 80 37
275 81 63
275 82 43
275 83 75
275 84 62
275 85 8
275 86 63
275 87 95
275 88 84
275 89 53
275 90 7
275 91 85
275 92 98
275 93 10
275 94 52
275 95 8
275 96 52
275 97 33
275 98 39
275 99 84
275 100 19
275 101 62
275 102 58
275 103 13
275 104 71
275 105 4
275 106 4
275 107 21
275 108 37
275 109 26
275 110 27
275 111 9
275 112 59
275 113 55
275 114 94
275 115 13
275 116 8
275 117 25
275 118 85
275 119 17
275 120 11
275 121 32
275 122 64
275 123 12
275 124 24
275 125 67
275 126 20
275 127 70
275 128 17
275 129 8
275 130 48
275 131 31
275 132 7
275 133 11
275 134 55
275 135 70
275 136 50
275 137 74
275 138 41
275 139 67
275 140 79
275 141 85
275 142 93
275 143 89
275 144 71
275 145 96
275 146 91
275 147 27
275 148 67
275 149 21
275 150 69
275 151 53
275 152 13
275 153 67
275 154 3
275 155 27
275 156 53
275 157 9
275 158 25
275 159 81
275 160 26
275 161 90
275 162 97
275 163 31
275 164 91
275 165 74
275 166 18
275 167 41
275 168 10
275 169 64
275 170 66
275 171 92
275 172 31
275 173 85
275 174 38
275 175 20
275 176 47
275 177 6
275 178 72
275 179 71
275 180 64
275 181 58
275 182 92
275 183 91
275 184 92
275 185 40
275 186 37
275 187 44
275 188 11
275 189 41
275 190 0
275 191 81
275 192 28
275 193 96
275 194 7
275 195 16
275 196 39
